transaction_id,user_id,amount,merchant,category,timestamp,hour,day_of_week,account_age_days,location_risk,is_fraud
txn_003117,user_2877,80.0,Unknown Merchant,cash,2025-08-31 13:24:07.742115,13,6,47,low,0
txn_003118,user_8878,95.21,ATM Withdrawal,other,2025-08-24 17:58:07.742123,17,6,733,medium,0
txn_003119,user_5841,66.26,Walmart,retail,2025-08-28 02:52:07.742130,2,3,194,medium,0
txn_003120,user_4854,6.01,Best Buy,food,2025-09-05 01:58:07.742139,1,4,920,high,1
txn_003121,user_2393,289.92,McDonalds,crypto,2025-08-25 07:41:07.742147,7,0,604,high,1
txn_003122,user_3265,2.48,Amazon,electronics,2025-09-06 13:50:07.742155,13,5,200,medium,0
txn_003123,user_2600,33.78,McDonalds,grocery,2025-08-18 18:20:07.742163,18,0,36,low,0
txn_003124,user_3988,55.3,Shell Gas,retail,2025-08-31 12:58:07.742171,12,6,4,medium,0
txn_003125,user_7212,73.07,McDonalds,crypto,2025-08-15 23:37:07.742179,23,4,449,low,0
txn_003126,user_8141,18.05,Target,retail,2025-08-17 22:02:07.742186,22,6,444,high,0
txn_003127,user_1213,26.36,Best Buy,grocery,2025-09-06 02:04:07.742196,2,5,927,high,1
txn_003128,user_2479,1269.94,Best Buy,crypto,2025-09-05 02:45:07.742204,2,4,721,low,1
txn_003129,user_6307,250.95,McDonalds,retail,2025-08-20 14:34:07.742212,14,2,103,medium,0
txn_003130,user_1687,3.3,Online Casino,other,2025-09-06 19:30:07.742220,19,5,536,high,0
txn_003131,user_4189,725.66,Amazon,crypto,2025-08-21 17:48:07.742228,17,3,441,medium,0
txn_003132,user_7191,24.24,ATM Withdrawal,entertainment,2025-09-05 17:09:07.742235,17,4,548,high,0
txn_003133,user_7363,25.92,Online Casino,other,2025-08-26 12:10:07.742244,12,1,622,medium,0
txn_003134,user_9520,40.0,Amazon,cash,2025-08-28 13:35:07.742252,13,3,920,high,0
txn_003135,user_8951,71.18,Online Casino,food,2025-08-30 16:43:07.742259,16,5,801,high,0
txn_003136,user_8024,1263.12,Walmart,crypto,2025-09-14 11:51:07.742282,11,6,185,medium,1
txn_003137,user_7177,151.72,Grocery Store,food,2025-08-27 14:57:07.742290,14,2,24,high,1
txn_003138,user_3174,44.03,Online Casino,entertainment,2025-09-10 00:05:07.742298,0,2,442,high,1
txn_003139,user_4060,23.09,Target,electronics,2025-08-18 20:33:07.742305,20,0,390,low,0
txn_003140,user_7038,78.45,McDonalds,food,2025-08-28 00:48:07.742313,0,3,957,low,0
txn_003141,user_6150,15.45,Walmart,electronics,2025-09-03 10:32:07.742321,10,2,995,low,0
txn_003142,user_2478,42.51,Grocery Store,electronics,2025-08-31 09:45:07.742329,9,6,688,high,0
txn_003143,user_4029,23.2,Starbucks,electronics,2025-09-05 12:38:07.742336,12,4,803,low,0
txn_003144,user_3370,200.0,Walmart,cash,2025-08-20 20:35:07.742343,20,2,288,low,0
txn_003145,user_5362,54.45,Online Casino,other,2025-09-02 04:27:07.742350,4,1,182,low,0
txn_003146,user_9392,14.75,Starbucks,other,2025-08-15 15:21:07.742358,15,4,602,low,0
txn_003147,user_5330,11.63,Grocery Store,retail,2025-08-20 22:56:07.742366,22,2,739,high,0
txn_003148,user_6678,1261.98,Target,gambling,2025-08-16 04:06:07.742373,4,5,698,medium,1
txn_003149,user_8128,6.37,Target,electronics,2025-08-19 01:20:07.742383,1,1,799,high,1
txn_003150,user_3069,36.26,Starbucks,retail,2025-08-18 18:09:07.742391,18,0,865,medium,0
txn_003151,user_1815,13.48,Grocery Store,retail,2025-08-23 18:01:07.742399,18,5,65,high,0
txn_003152,user_6606,2.99,Best Buy,entertainment,2025-08-16 22:57:07.742408,22,5,420,medium,0
txn_003153,user_3228,2.83,Amazon,electronics,2025-09-09 06:52:07.742416,6,1,286,medium,0
txn_003154,user_6375,40.0,Starbucks,cash,2025-08-16 17:39:07.742423,17,5,909,high,0
txn_003155,user_9522,10.63,McDonalds,retail,2025-09-13 02:31:07.742430,2,5,668,high,1
txn_003156,user_8415,101.78,Starbucks,gas,2025-08-23 08:45:07.742438,8,5,247,low,0
txn_003157,user_9884,17.6,Starbucks,grocery,2025-09-12 12:59:07.742446,12,4,947,medium,0
txn_003158,user_6757,151.25,Amazon,electronics,2025-09-12 01:50:07.742453,1,4,966,high,1
txn_003159,user_7091,44.57,Crypto Exchange,retail,2025-09-12 03:36:07.742461,3,4,999,low,0
txn_003160,user_2789,29.69,Online Casino,gas,2025-08-18 14:56:07.742469,14,0,836,high,0
txn_003161,user_1714,443.86,Walmart,crypto,2025-09-09 13:05:07.742477,13,1,762,medium,0
txn_003162,user_4270,37.36,Shell Gas,electronics,2025-09-13 18:08:07.742484,18,5,45,low,0
txn_003163,user_6143,72.1,Grocery Store,food,2025-08-20 13:37:07.742494,13,2,697,low,0
txn_003164,user_2419,17.6,Amazon,electronics,2025-09-06 22:53:07.742503,22,5,899,high,0
txn_003165,user_5801,227.74,Online Casino,gambling,2025-08-28 22:20:07.742510,22,3,233,high,1
txn_003166,user_4495,113.26,Starbucks,other,2025-08-29 14:26:07.742518,14,4,886,medium,0
txn_003167,user_8736,147.36,Target,gas,2025-08-26 08:17:07.742526,8,1,785,low,0
txn_003168,user_9432,112.54,Best Buy,food,2025-08-15 19:50:07.742533,19,4,948,low,0
txn_003169,user_9821,28.19,Grocery Store,entertainment,2025-08-20 09:51:07.742541,9,2,85,low,0
txn_003170,user_1743,76.79,Unknown Merchant,food,2025-09-13 08:21:07.742551,8,5,158,medium,0
txn_003171,user_4001,33.35,ATM Withdrawal,other,2025-09-02 07:43:07.742559,7,1,71,medium,0
txn_003172,user_8173,35.41,McDonalds,entertainment,2025-08-17 23:23:07.742569,23,6,263,high,0
txn_003173,user_9682,124.51,Shell Gas,crypto,2025-08-18 04:26:07.742576,4,0,62,medium,0
txn_003174,user_8336,80.0,McDonalds,cash,2025-09-13 23:27:07.742584,23,5,199,high,0
txn_003175,user_5908,45.72,ATM Withdrawal,entertainment,2025-08-23 08:57:07.742592,8,5,954,high,0
txn_003176,user_6208,11.3,ATM Withdrawal,entertainment,2025-08-28 09:11:07.742599,9,3,820,low,0
txn_003177,user_1777,211.41,Best Buy,gambling,2025-09-02 04:34:07.742607,4,1,339,medium,0
txn_003178,user_5533,97.56,Amazon,electronics,2025-08-19 14:59:07.742615,14,1,722,low,0
txn_003179,user_6774,126.01,Best Buy,crypto,2025-08-31 19:21:07.742623,19,6,82,medium,0
txn_003180,user_1159,4.69,Best Buy,gas,2025-09-08 18:11:07.742630,18,0,609,low,0
txn_003181,user_1696,45.75,ATM Withdrawal,crypto,2025-08-17 10:06:07.742638,10,6,506,high,1
txn_003182,user_2666,1423.29,Unknown Merchant,gambling,2025-08-22 00:42:07.742645,0,4,911,low,1
txn_003183,user_9315,36.35,Walmart,food,2025-09-11 14:49:07.742653,14,3,964,medium,0
txn_003184,user_6382,27.33,Walmart,other,2025-08-24 00:09:07.742660,0,6,825,medium,0
txn_003185,user_3902,84.27,Unknown Merchant,electronics,2025-08-24 12:03:07.742668,12,6,173,high,0
txn_003186,user_4830,91.34,Amazon,grocery,2025-08-23 19:23:07.742676,19,5,323,medium,0
txn_003187,user_2354,21.19,Unknown Merchant,food,2025-08-24 05:00:07.742683,5,6,683,low,0
txn_003188,user_6854,60.15,Starbucks,electronics,2025-08-17 10:50:07.742691,10,6,893,low,0
txn_003189,user_1831,74.73,Amazon,gas,2025-08-18 13:48:07.742699,13,0,81,medium,0
txn_003190,user_3999,541.6,Walmart,crypto,2025-09-08 23:59:07.742707,23,0,929,medium,0
txn_003191,user_6567,9.22,Crypto Exchange,other,2025-09-06 14:40:07.742718,14,5,33,medium,0
txn_003192,user_8257,105.33,McDonalds,retail,2025-08-15 15:06:07.742726,15,4,722,low,0
txn_003193,user_6797,39.73,Starbucks,electronics,2025-08-26 17:03:07.742734,17,1,726,high,0
txn_003194,user_4778,175.97,Online Casino,crypto,2025-08-25 00:58:07.742742,0,0,683,low,1
txn_003195,user_4542,28.69,Amazon,retail,2025-09-02 09:43:07.742749,9,1,994,medium,0
txn_003196,user_2941,2.91,Unknown Merchant,retail,2025-09-08 22:57:07.742757,22,0,4,medium,0
txn_003197,user_4514,7.84,Target,gas,2025-08-15 01:56:07.742767,1,4,439,low,0
txn_003198,user_2179,73.52,ATM Withdrawal,other,2025-08-23 09:04:07.742775,9,5,556,medium,0
txn_003199,user_6518,1.0,Crypto Exchange,other,2025-08-16 03:14:07.742783,3,5,902,high,1
txn_003200,user_6670,27.94,Online Casino,gas,2025-08-15 17:22:07.742792,17,4,779,low,0
txn_003201,user_6920,37.96,Target,other,2025-09-04 04:02:07.742799,4,3,398,low,0
txn_003202,user_1213,3.81,Amazon,retail,2025-09-01 15:36:07.742806,15,0,660,low,0
txn_003203,user_2207,181.74,Best Buy,other,2025-09-01 17:03:07.742814,17,0,560,medium,0
txn_003204,user_4958,13.82,Unknown Merchant,electronics,2025-08-30 08:02:07.742822,8,5,491,high,0
txn_003205,user_4175,19.13,McDonalds,gas,2025-08-23 06:42:07.742829,6,5,584,medium,0
txn_003206,user_4686,19.12,McDonalds,other,2025-08-23 11:55:07.742837,11,5,22,low,0
txn_003207,user_3575,14.1,Best Buy,electronics,2025-08-31 12:48:07.742844,12,6,343,medium,0
txn_003208,user_1181,1.07,Amazon,entertainment,2025-09-09 20:22:07.742852,20,1,75,medium,0
txn_003209,user_7408,66.35,Shell Gas,grocery,2025-09-04 08:08:07.742859,8,3,189,medium,0
txn_003210,user_2001,171.33,Walmart,electronics,2025-08-28 08:11:07.742867,8,3,643,low,0
txn_003211,user_4626,13.7,Crypto Exchange,other,2025-08-23 04:14:07.742876,4,5,316,medium,0
txn_003212,user_1523,55.39,Walmart,food,2025-09-14 23:50:07.742887,23,6,586,low,0
txn_003213,user_6835,68.72,Crypto Exchange,grocery,2025-08-19 21:02:07.742895,21,1,251,low,0
txn_003214,user_5149,100.0,Crypto Exchange,cash,2025-08-16 13:32:07.742902,13,5,249,low,0
txn_003215,user_8275,95.33,Starbucks,food,2025-09-12 12:25:07.742909,12,4,226,low,0
txn_003216,user_8479,28.46,Online Casino,retail,2025-09-05 21:21:07.742917,21,4,343,high,0
txn_003217,user_4048,80.0,ATM Withdrawal,cash,2025-09-04 18:55:07.742924,18,3,90,low,0
txn_003218,user_3744,19.04,Online Casino,other,2025-08-21 13:19:07.742932,13,3,405,low,0
txn_003219,user_3935,20.67,Shell Gas,entertainment,2025-09-01 21:51:07.742939,21,0,817,low,0
txn_003220,user_9530,63.35,Unknown Merchant,gas,2025-08-31 11:22:07.742947,11,6,192,low,0
txn_003221,user_3065,85.85,McDonalds,electronics,2025-08-31 00:44:07.742955,0,6,2,medium,0
txn_003222,user_3655,11.02,Walmart,food,2025-08-20 11:53:07.742963,11,2,232,high,0
txn_003223,user_3756,24.18,ATM Withdrawal,retail,2025-09-09 06:27:07.742970,6,1,102,high,0
txn_003224,user_9592,117.11,Online Casino,gas,2025-09-12 11:58:07.742978,11,4,805,low,0
txn_003225,user_1070,83.17,ATM Withdrawal,other,2025-08-16 15:46:07.742986,15,5,703,medium,0
txn_003226,user_2836,210.52,Online Casino,food,2025-09-01 03:49:07.742993,3,0,516,medium,0
txn_003227,user_2336,60.0,Shell Gas,cash,2025-09-04 17:35:07.743000,17,3,748,high,0
txn_003228,user_8707,71.17,Target,other,2025-08-22 14:44:07.743007,14,4,172,high,0
txn_003229,user_1728,25.98,Unknown Merchant,food,2025-09-02 17:33:07.743014,17,1,726,low,0
txn_003230,user_4538,45.66,Target,entertainment,2025-08-30 17:48:07.743025,17,5,69,high,0
txn_003231,user_8857,55.09,Best Buy,other,2025-08-15 04:32:07.743038,4,4,921,low,0
txn_003232,user_1875,50.85,ATM Withdrawal,gambling,2025-09-04 09:55:07.743050,9,3,674,low,0
txn_003233,user_8811,40.32,ATM Withdrawal,gas,2025-09-09 23:48:07.743063,23,1,167,low,0
txn_003234,user_5825,62.78,Amazon,gas,2025-08-28 06:39:07.743076,6,3,550,low,0
txn_003235,user_1969,10.16,Crypto Exchange,entertainment,2025-09-10 21:09:07.743084,21,2,259,low,0
txn_003236,user_4463,768.5,McDonalds,gambling,2025-08-30 08:41:07.743092,8,5,749,low,0
txn_003237,user_6896,200.0,Unknown Merchant,cash,2025-09-11 02:26:07.743101,2,3,592,high,1
txn_003238,user_3073,44.83,Unknown Merchant,entertainment,2025-08-23 00:43:07.743114,0,5,754,high,1
txn_003239,user_4405,153.06,Unknown Merchant,retail,2025-09-10 01:40:07.743126,1,2,52,medium,0
txn_003240,user_8191,3.17,Unknown Merchant,gas,2025-09-07 04:08:07.743136,4,6,510,medium,0
txn_003241,user_4177,16.42,Starbucks,food,2025-09-07 11:45:07.743145,11,6,43,low,0
txn_003242,user_1770,47.01,ATM Withdrawal,food,2025-09-01 10:56:07.743153,10,0,417,medium,0
txn_003243,user_1941,18.59,Best Buy,entertainment,2025-09-14 21:52:07.743164,21,6,353,high,0
txn_003244,user_8530,63.66,Online Casino,entertainment,2025-08-16 14:29:07.743173,14,5,365,medium,0
txn_003245,user_3163,72.15,Online Casino,food,2025-08-26 17:14:07.743181,17,1,787,low,0
txn_003246,user_2468,6.41,Crypto Exchange,retail,2025-08-25 05:38:07.743189,5,0,426,high,1
txn_003247,user_1669,37.06,Crypto Exchange,food,2025-08-30 09:24:07.743197,9,5,882,low,0
txn_003248,user_5062,40.0,Online Casino,cash,2025-09-11 00:16:07.743204,0,3,863,high,1
txn_003249,user_7420,365.54,ATM Withdrawal,gambling,2025-09-12 19:24:07.743224,19,4,167,low,0
txn_003250,user_7877,24.04,Online Casino,food,2025-08-20 06:07:07.743233,6,2,499,low,0
txn_003251,user_7038,136.1,ATM Withdrawal,retail,2025-09-03 12:35:07.743241,12,2,993,medium,0
txn_003252,user_4831,88.87,Best Buy,electronics,2025-08-15 01:24:07.743249,1,4,718,medium,0
txn_003253,user_7450,60.74,Starbucks,food,2025-08-27 16:51:07.743257,16,2,371,medium,0
txn_003254,user_5173,636.45,Amazon,gambling,2025-08-27 09:49:07.743264,9,2,308,high,1
txn_003255,user_4216,31.97,Amazon,electronics,2025-08-15 13:25:07.743275,13,4,702,medium,0
txn_003256,user_7829,127.91,Online Casino,entertainment,2025-08-23 07:36:07.743283,7,5,353,low,0
txn_003257,user_4109,60.31,McDonalds,other,2025-09-02 05:29:07.743290,5,1,133,low,0
txn_003258,user_5841,66.28,Best Buy,gas,2025-09-01 03:05:07.743298,3,0,992,low,0
txn_003259,user_3251,99.91,McDonalds,entertainment,2025-08-20 13:42:07.743305,13,2,942,high,0
txn_003260,user_3478,200.0,Target,cash,2025-09-04 08:43:07.743312,8,3,104,high,0
txn_003261,user_9077,200.0,ATM Withdrawal,cash,2025-08-17 01:34:07.743319,1,6,972,high,1
txn_003262,user_7677,17.02,Crypto Exchange,other,2025-09-11 23:39:07.743326,23,3,152,high,0
txn_003263,user_7230,832.72,Shell Gas,gambling,2025-08-16 22:05:07.743333,22,5,270,low,0
txn_003264,user_3195,60.0,Shell Gas,cash,2025-08-20 07:56:07.743341,7,2,738,medium,0
txn_003265,user_1943,11.86,Grocery Store,gas,2025-08-17 11:42:07.743348,11,6,374,high,0
txn_003266,user_1569,22.18,Shell Gas,entertainment,2025-09-07 08:12:07.743356,8,6,829,high,0
txn_003267,user_6993,21.44,Shell Gas,food,2025-09-12 22:53:07.743364,22,4,869,high,0
txn_003268,user_5375,193.04,ATM Withdrawal,electronics,2025-09-02 00:23:07.743371,0,1,379,medium,0
txn_003269,user_5400,98.08,Unknown Merchant,grocery,2025-08-16 22:36:07.743381,22,5,512,medium,0
txn_003270,user_5395,61.39,Grocery Store,grocery,2025-08-27 22:57:07.743389,22,2,740,high,0
txn_003271,user_7073,65.92,Target,entertainment,2025-09-03 07:27:07.743397,7,2,578,medium,0
txn_003272,user_9237,42.29,McDonalds,grocery,2025-09-02 23:38:07.743404,23,1,392,low,0
txn_003273,user_2295,147.96,Best Buy,entertainment,2025-08-17 08:08:07.743412,8,6,182,medium,0
txn_003274,user_1129,352.85,McDonalds,crypto,2025-09-14 17:44:07.743421,17,6,587,medium,0
txn_003275,user_6598,249.44,Online Casino,gambling,2025-08-29 02:52:07.743428,2,4,190,medium,0
txn_003276,user_7247,9.9,Online Casino,gas,2025-09-04 11:36:07.743438,11,3,407,medium,0
txn_003277,user_8425,78.14,Grocery Store,gas,2025-09-11 07:00:07.743446,7,3,891,medium,0
txn_003278,user_2944,67.3,Starbucks,entertainment,2025-09-03 22:37:07.743453,22,2,273,low,0
txn_003279,user_5338,25.25,Best Buy,food,2025-08-16 09:03:07.743461,9,5,667,high,0
txn_003280,user_2906,2.28,Online Casino,entertainment,2025-09-07 05:26:07.743469,5,6,309,medium,0
txn_003281,user_7760,92.32,McDonalds,entertainment,2025-08-23 01:28:07.743479,1,5,226,high,1
txn_003282,user_1296,1.57,Grocery Store,entertainment,2025-09-11 21:57:07.743487,21,3,31,high,0
txn_003283,user_6837,61.82,Crypto Exchange,food,2025-08-30 16:52:07.743495,16,5,942,low,0
txn_003284,user_9994,176.76,Starbucks,food,2025-09-12 11:46:07.743502,11,4,458,low,0
txn_003285,user_6943,297.83,ATM Withdrawal,gambling,2025-09-04 05:13:07.743510,5,3,836,high,1
txn_003286,user_8547,14.39,McDonalds,gas,2025-09-01 16:51:07.743517,16,0,266,medium,0
txn_003287,user_4178,62.02,Crypto Exchange,electronics,2025-09-13 03:31:07.743525,3,5,659,low,0
txn_003288,user_6594,85.95,Crypto Exchange,retail,2025-08-23 16:26:07.743533,16,5,897,high,0
txn_003289,user_8421,40.53,Starbucks,entertainment,2025-08-17 14:29:07.743542,14,6,136,high,0
txn_003290,user_4085,171.62,Best Buy,grocery,2025-08-24 10:26:07.743550,10,6,200,medium,0
txn_003291,user_1764,3.65,Amazon,food,2025-09-06 01:41:07.743557,1,5,948,high,1
txn_003292,user_8197,361.39,Unknown Merchant,crypto,2025-08-19 04:52:07.743565,4,1,955,high,1
txn_003293,user_9505,64.37,Walmart,retail,2025-08-16 11:20:07.743573,11,5,675,low,0
txn_003294,user_3919,100.26,Amazon,retail,2025-08-16 04:30:07.743581,4,5,747,low,0
txn_003295,user_4192,108.77,Walmart,gambling,2025-09-09 10:29:07.743588,10,1,123,medium,0
txn_003296,user_3022,81.47,Amazon,other,2025-09-05 07:36:07.743596,7,4,788,low,0
txn_003297,user_3694,200.0,Best Buy,cash,2025-08-23 02:31:07.743605,2,5,931,low,0
txn_003298,user_6666,41.23,Shell Gas,food,2025-09-08 12:39:07.743612,12,0,360,high,0
txn_003299,user_4055,80.0,Starbucks,cash,2025-09-09 23:01:07.743619,23,1,590,high,0
txn_003300,user_3094,26.25,Crypto Exchange,electronics,2025-08-20 07:22:07.743627,7,2,737,medium,0
txn_003301,user_4493,80.62,Online Casino,crypto,2025-08-19 21:43:07.743634,21,1,932,low,0
txn_003302,user_8253,101.23,Starbucks,gas,2025-09-10 20:44:07.743642,20,2,233,high,0
txn_003303,user_3855,9.56,Online Casino,entertainment,2025-08-17 16:38:07.743650,16,6,2,medium,0
txn_003304,user_4638,19.54,Target,electronics,2025-08-23 22:53:07.743658,22,5,801,medium,0
txn_003305,user_2427,18.13,Shell Gas,gas,2025-09-07 13:27:07.743666,13,6,520,medium,0
txn_003306,user_1802,103.56,Amazon,electronics,2025-09-02 02:58:07.743673,2,1,565,medium,0
txn_003307,user_2979,40.0,Amazon,cash,2025-09-02 19:31:07.743680,19,1,783,high,0
txn_003308,user_1231,56.84,Starbucks,entertainment,2025-09-02 01:06:07.743690,1,1,504,low,0
txn_003309,user_4641,80.65,Starbucks,grocery,2025-09-11 11:41:07.743698,11,3,915,high,0
txn_003310,user_2468,200.0,Crypto Exchange,cash,2025-08-15 05:45:07.743705,5,4,987,medium,0
txn_003311,user_5294,15.42,Crypto Exchange,grocery,2025-08-16 22:48:07.743713,22,5,547,medium,0
txn_003312,user_5303,50.02,Best Buy,electronics,2025-09-08 10:28:07.743722,10,0,135,low,0
txn_003313,user_3644,43.4,Shell Gas,entertainment,2025-08-23 04:09:07.743730,4,5,942,high,1
txn_003314,user_5784,90.44,ATM Withdrawal,retail,2025-08-25 03:48:07.743739,3,0,260,low,0
txn_003315,user_3527,200.0,Target,cash,2025-08-18 23:36:07.743746,23,0,735,high,0
txn_003316,user_7635,119.27,Crypto Exchange,gas,2025-09-09 23:22:07.743754,23,1,59,medium,0
txn_003317,user_1807,1.61,Starbucks,other,2025-09-04 06:23:07.743762,6,3,922,medium,0
txn_003318,user_2879,57.05,Shell Gas,electronics,2025-08-18 07:04:07.743771,7,0,545,low,0
txn_003319,user_2712,3.66,McDonalds,grocery,2025-08-24 15:17:07.743782,15,6,848,low,0
txn_003320,user_5995,40.8,Amazon,electronics,2025-08-24 10:14:07.743790,10,6,791,low,0
txn_003321,user_2175,60.0,Crypto Exchange,cash,2025-09-10 00:56:07.743798,0,2,226,medium,0
txn_003322,user_5699,17.96,Starbucks,grocery,2025-08-24 01:32:07.743804,1,6,680,medium,0
txn_003323,user_6986,19.32,Shell Gas,other,2025-08-19 23:30:07.743812,23,1,396,low,0
txn_003324,user_6923,227.67,Target,gambling,2025-08-20 15:02:07.743820,15,2,327,medium,0
txn_003325,user_2102,49.55,Online Casino,food,2025-08-20 05:59:07.743827,5,2,378,low,0
txn_003326,user_6606,213.27,Best Buy,gambling,2025-09-12 02:36:07.743834,2,4,338,medium,1
txn_003327,user_7159,66.97,McDonalds,retail,2025-08-27 21:05:07.743842,21,2,607,low,0
txn_003328,user_6861,269.2,Online Casino,crypto,2025-08-31 17:31:07.743851,17,6,825,low,0
txn_003329,user_3246,4.54,Amazon,electronics,2025-08-20 00:51:07.743859,0,2,19,medium,0
txn_003330,user_2165,77.57,Starbucks,grocery,2025-09-09 21:00:07.743867,21,1,638,high,0
txn_003331,user_2471,17.83,Grocery Store,food,2025-09-10 23:42:07.743875,23,2,154,medium,0
txn_003332,user_8045,29.35,Walmart,entertainment,2025-08-27 07:48:07.743882,7,2,928,high,0
txn_003333,user_8436,58.83,Best Buy,electronics,2025-08-28 18:41:07.743890,18,3,416,low,0
txn_003334,user_7985,80.0,Online Casino,cash,2025-09-08 02:10:07.743897,2,0,503,medium,0
txn_003335,user_4037,21.21,Shell Gas,food,2025-08-20 19:49:07.743904,19,2,136,medium,0
txn_003336,user_6556,3.91,Crypto Exchange,grocery,2025-08-24 00:29:07.743911,0,6,713,high,1
txn_003337,user_7887,100.0,ATM Withdrawal,cash,2025-08-30 20:34:07.743918,20,5,361,low,0
txn_003338,user_6058,24.41,Crypto Exchange,entertainment,2025-08-15 20:43:07.743925,20,4,208,low,0
txn_003339,user_6058,145.52,Online Casino,food,2025-08-25 12:21:07.743934,12,0,193,low,0
txn_003340,user_4820,52.32,ATM Withdrawal,other,2025-08-25 10:11:07.743944,10,0,128,low,0
txn_003341,user_6766,56.66,Amazon,gas,2025-09-11 18:04:07.743951,18,3,863,low,0
txn_003342,user_5633,51.02,Target,electronics,2025-08-20 12:17:07.743959,12,2,577,high,0
txn_003343,user_1818,120.94,Grocery Store,gambling,2025-08-30 00:45:07.743966,0,5,2,low,1
txn_003344,user_9925,80.0,Best Buy,cash,2025-09-02 09:19:07.743973,9,1,682,medium,0
txn_003345,user_8375,28.09,Grocery Store,grocery,2025-09-05 18:28:07.743980,18,4,946,medium,0
txn_003346,user_6694,70.5,Walmart,grocery,2025-08-19 06:24:07.743988,6,1,437,high,0
txn_003347,user_1377,63.44,Amazon,gambling,2025-08-18 10:02:07.743997,10,0,417,low,0
txn_003348,user_4263,172.76,Target,crypto,2025-08-23 07:30:07.744004,7,5,39,high,1
txn_003349,user_4055,17.17,Unknown Merchant,grocery,2025-09-06 18:27:07.744012,18,5,986,medium,0
txn_003350,user_6867,29.28,Grocery Store,food,2025-09-11 20:36:07.744020,20,3,141,high,0
txn_003351,user_1811,197.53,Unknown Merchant,grocery,2025-09-07 10:13:07.744027,10,6,712,medium,0
txn_003352,user_7029,4.49,Online Casino,electronics,2025-08-22 00:11:07.744035,0,4,359,low,0
txn_003353,user_4381,40.0,Starbucks,cash,2025-08-31 13:43:07.744042,13,6,437,medium,0
txn_003354,user_5751,37.56,Shell Gas,food,2025-08-18 10:39:07.744048,10,0,939,high,0
txn_003355,user_7446,100.0,Online Casino,cash,2025-08-21 10:39:07.744056,10,3,358,medium,0
txn_003356,user_5288,10.88,Best Buy,grocery,2025-09-07 09:21:07.744063,9,6,896,medium,0
txn_003357,user_2195,177.47,Unknown Merchant,entertainment,2025-09-05 22:16:07.744072,22,4,811,medium,0
txn_003358,user_5007,7.01,Online Casino,food,2025-09-02 18:59:07.744079,18,1,772,high,0
txn_003359,user_5670,268.42,Shell Gas,gambling,2025-09-06 18:28:07.744088,18,5,232,high,1
txn_003360,user_3807,67.95,McDonalds,grocery,2025-09-06 00:33:07.744096,0,5,150,low,0
txn_003361,user_3102,61.96,Amazon,other,2025-09-04 16:26:07.744107,16,3,620,high,0
txn_003362,user_9735,28.47,Grocery Store,entertainment,2025-08-27 21:52:07.744115,21,2,658,high,0
txn_003363,user_2697,222.72,Online Casino,gambling,2025-09-11 07:10:07.744123,7,3,991,low,0
txn_003364,user_3839,26.34,Online Casino,electronics,2025-09-10 01:44:07.744130,1,2,118,medium,0
txn_003365,user_9496,16.35,Amazon,electronics,2025-09-04 09:57:07.744138,9,3,357,low,0
txn_003366,user_3161,12.49,McDonalds,grocery,2025-09-03 10:30:07.744147,10,2,880,low,0
txn_003367,user_5557,33.99,Amazon,entertainment,2025-09-14 01:19:07.744157,1,6,581,medium,0
txn_003368,user_4660,16.64,McDonalds,grocery,2025-08-16 02:09:07.744165,2,5,581,low,0
txn_003369,user_6828,17.95,Amazon,gas,2025-08-17 23:55:07.744172,23,6,110,low,0
txn_003370,user_7446,54.47,Walmart,entertainment,2025-08-22 14:21:07.744179,14,4,886,medium,0
txn_003371,user_6527,173.95,ATM Withdrawal,other,2025-09-02 06:21:07.744187,6,1,644,high,0
txn_003372,user_2292,47.27,Grocery Store,retail,2025-08-28 13:51:07.744194,13,3,945,high,0
txn_003373,user_6906,5.01,Online Casino,entertainment,2025-08-15 02:16:07.744202,2,4,566,medium,0
txn_003374,user_7355,49.3,Shell Gas,gambling,2025-08-23 10:25:07.744209,10,5,227,low,0
txn_003375,user_7078,152.23,Walmart,entertainment,2025-08-16 17:35:07.744217,17,5,50,low,0
txn_003376,user_3223,18.64,McDonalds,gas,2025-09-08 13:10:07.744224,13,0,35,low,0
txn_003377,user_5343,58.29,Shell Gas,gambling,2025-08-31 09:11:07.744231,9,6,417,low,0
txn_003378,user_8385,46.7,Crypto Exchange,food,2025-09-14 09:14:07.744239,9,6,732,high,0
txn_003379,user_7492,200.0,Best Buy,cash,2025-08-23 21:51:07.744245,21,5,801,high,0
txn_003380,user_3307,49.86,Amazon,retail,2025-08-28 20:20:07.744252,20,3,583,medium,0
txn_003381,user_2469,53.28,Best Buy,other,2025-08-15 01:09:07.744260,1,4,663,high,1
txn_003382,user_8631,16.56,Grocery Store,electronics,2025-08-17 09:04:07.744278,9,6,270,low,0
txn_003383,user_3542,17.61,Amazon,gambling,2025-09-08 10:03:07.744286,10,0,234,high,1
txn_003384,user_5592,168.64,Target,retail,2025-09-09 05:52:07.744294,5,1,433,medium,0
txn_003385,user_3612,15.44,Target,gas,2025-08-31 10:46:07.744302,10,6,204,low,0
txn_003386,user_3233,40.0,Starbucks,cash,2025-08-26 07:00:07.744311,7,1,17,low,0
txn_003387,user_4349,57.35,Target,grocery,2025-08-27 03:13:07.744318,3,2,899,low,0
txn_003388,user_7689,62.32,Shell Gas,retail,2025-09-07 06:16:07.744326,6,6,480,medium,0
